loss,id
4413.71484375,1229
1141.71179199,1233
6967.36914062,1238
2025.11108398,1239
3223.96362305,1241
1840.25732422,1243
1315.1184082,1244
3559.45849609,1245
4409.36669922,1277
3377.99291992,1279
10989.0458984,1292
1433.30200195,1293
9253.24707031,1299
2866.59643555,1304
3690.10644531,1313
2311.49511719,1328
1102.36035156,1330
1565.39819336,1334
1299.87524414,1335
6314.20654297,1336
1109.55432129,1341
1156.43530273,1344
856.479125977,1351
2714.89306641,1352
1532.28198242,1354
4212.53808594,1368
1513.13354492,1373
684.938232422,1375
1713.81274414,1381
4940.61132812,1384
4379.77832031,1385
5794.76855469,1388
5279.68457031,1401
2623.33666992,1402
1556.37695312,1404
1478.47607422,1406
1166.00610352,1409
1568.05810547,1422
3101.81420898,1429
5587.31396484,1433
1063.69494629,1438
1277.41784668,1444
1188.52062988,1446
1127.3795166,1450
749.211914062,1451
1894.84326172,1454
2215.06884766,1458
3432.35595703,1461
5824.54248047,1464
1105.69372559,1465
2171.25610352,1478
1729.95629883,1479
2753.83886719,1480
2261.09887695,1484
991.902709961,1486
892.496704102,1488
3382.9934082,1489
1058.2520752,1491
2034.31103516,1507
2111.69726562,1515
2928.10742188,1519
1971.93896484,1528
1054.04504395,1529
2905.46679688,1530
1224.92651367,1532
1562.92895508,1541
3285.76074219,1542
1613.97192383,1547
1142.07714844,1549
2388.43408203,1553
2963.18066406,1554
1425.41064453,1555
1634.49389648,1559
1588.71411133,1565
1148.16467285,1568
3433.93261719,1576
1011.60717773,1579
970.11315918,1592
3227.61376953,1596
982.889404297,1605
1638.94311523,1607
2252.27734375,1612
3027.95703125,1617
2341.39331055,1619
7754.53710938,1620
2491.05737305,1624
1405.39697266,1627
1727.92944336,1633
1273.921875,1636
1114.18432617,1639
4658.51416016,1640
1212.65881348,1644
1518.19726562,1646
2522.32958984,1647
1384.2565918,1654
3254.78100586,1655
5984.22558594,1664
2151.31445312,1665
5425.83984375,1667
1177.64135742,1669
2139.81518555,1678
2308.21704102,1682
1117.77880859,1689
2599.10986328,1690
5060.26708984,1693
1012.56311035,1695
2381.86108398,1705
2448.54614258,1706
2060.08959961,1708
2037.71484375,1716
8796.94824219,1720
1634.08544922,1722
3966.08789062,1749
1793.62597656,1750
5890.88378906,1751
3269.66137695,1760
5505.91552734,1763
1597.21826172,1770
2129.01757812,1777
5708.81396484,1785
1234.09118652,1791
4457.26904297,1794
1300.5982666,1800
1451.48266602,1816
1164.98486328,1817
3210.31713867,1821
1425.64257812,1836
1616.53881836,1838
2069.96240234,1851
2807.84741211,1852
2422.67089844,1854
848.334228516,1856
784.695068359,1865
1140.5670166,1872
826.697998047,1878
953.384521484,1880
1411.19775391,1881
1898.7722168,1882
916.927124023,1886
1547.93481445,1892
2182.33984375,1894
2611.32739258,1898
3009.57202148,1899
1263.38647461,1902
3754.61181641,1903
1149.10778809,1906
2325.28320312,1910
1728.90673828,1911
3499.05664062,1914
3140.89208984,1929
1459.58422852,1932
1044.96447754,1952
1356.26367188,1959
1800.85644531,1960
4148.06884766,1976
2939.78320312,1980
2014.41064453,1981
2240.50952148,1987
1799.78564453,1994
790.314086914,2000
2326.85620117,2008
2587.89697266,2011
5044.18798828,2012
1776.90234375,2019
3498.54003906,2022
7013.06689453,2024
979.680175781,2028
3990.00048828,2030
7289.21240234,2031
1842.04101562,2047
650.291748047,2049
1528.77856445,2050
4496.48388672,2051
1744.28051758,2056
1081.43359375,2057
2352.93017578,2059
3770.29443359,2069
1845.35717773,2085
940.208862305,2089
1542.83520508,2090
2680.54272461,2101
2968.24291992,2114
1396.01611328,2115
1314.70532227,2118
2440.42529297,2119
1543.08447266,2125
3458.26171875,2128
1671.27612305,2129
1814.33203125,2132
2247.49487305,2133
844.802490234,2135
1770.64355469,2136
1327.98034668,2143
1138.06298828,2144
2776.32958984,2145
2320.70800781,2152
3451.23242188,2160
1607.39624023,2166
1187.82189941,2169
1601.92016602,2170
1715.08276367,2172
1828.19140625,2181
1881.35205078,2183
2931.59692383,2185
2470.33056641,2188
2156.34960938,2189
4876.23632812,2194
1499.30078125,2202
2820.75073242,2208
1914.14013672,2227
5575.26171875,2230
2314.41723633,2235
1695.91137695,2236
7282.22119141,2244
1462.42602539,2248
1409.13696289,2252
1680.0222168,2254
5872.73095703,2260
2016.37231445,2263
1597.10009766,2274
989.857910156,2277
6142.28027344,2279
11632.5947266,2280
2767.24438477,2283
774.683105469,2284
3427.0234375,2288
2027.44458008,2292
5302.68798828,2295
1309.69580078,2296
2601.48950195,2299
4698.60009766,2315
1564.81811523,2318
11002.5644531,2329
1548.76904297,2337
1113.76403809,2340
1788.15527344,2342
2711.92749023,2347
4340.29980469,2349
1346.41467285,2354
2466.84936523,2361
1643.96826172,2370
3321.81298828,2378
3798.82470703,2382
1417.25170898,2387
2085.08203125,2389
1426.14550781,2394
2064.09619141,2396
2692.46972656,2400
2623.5300293,2407
1107.42260742,2414
1882.96875,2415
2241.81103516,2421
1545.22143555,2427
2226.81445312,2428
2630.63427734,2430
2495.40917969,2435
6324.66943359,2445
1695.73413086,2446
1441.90063477,2447
1970.8815918,2449
1770.41967773,2451
13692.5195312,2458
11104.6220703,2462
2766.98632812,2463
2181.39990234,2467
5961.83105469,2471
2568.68188477,2475
3111.2019043,2478
4319.71142578,2483
1162.68310547,2485
1196.5423584,2487
716.293945312,2494
1719.71411133,2497
1562.2277832,2499
1606.61743164,2503
2990.35205078,2513
2063.55712891,2515
1734.12182617,2522
1480.1262207,2523
2846.21948242,2528
4855.74707031,2532
1150.24743652,2536
1525.97241211,2538
1004.63012695,2539
2428.55493164,2540
5101.37158203,2545
1078.2722168,2548
983.890380859,2549
2448.17382812,2553
1786.69506836,2563
2281.49243164,2566
1462.37670898,2574
2639.95410156,2575
2734.859375,2584
2342.92822266,2588
988.576416016,2589
1654.00537109,2592
1557.8190918,2596
1655.79199219,2598
981.148193359,2602
1544.13916016,2603
2635.86035156,2607
1476.54492188,2609
5517.20068359,2611
1565.02978516,2627
1975.81616211,2628
3268.71508789,2630
2195.92749023,2633
6474.61572266,2636
1011.65612793,2640
1247.48132324,2641
4733.38671875,2657
984.802001953,2659
1151.79199219,2662
1900.96533203,2663
2210.38842773,2667
925.946777344,2670
2192.41259766,2682
3098.41137695,2694
7428.80371094,2699
2933.21801758,2700
5348.90771484,2703
2089.015625,2708
940.663330078,2714
718.924072266,2725
1316.22570801,2726
1430.63525391,2727
2200.30151367,2732
5227.63037109,2733
5455.91210938,2736
2120.61645508,2745
1361.57324219,2760
1911.39306641,2764
6542.77148438,2765
603.642944336,2766
2377.60229492,2775
1699.85595703,2783
1136.74353027,2784
2384.66625977,2786
1311.91638184,2801
1903.38354492,2803
5372.65234375,2813
6985.62744141,2815
1752.08911133,2816
3047.79101562,2818
2290.05761719,2819
1288.07202148,2822
1853.29272461,2825
1518.7644043,2826
1566.06811523,2830
1334.42321777,2834
5289.79248047,2835
2734.00439453,2856
6016.7890625,2873
4730.40283203,2886
3242.29418945,2892
974.708984375,2896
1123.7668457,2897
2210.25366211,2899
1140.78637695,2901
5530.22265625,2909
3279.73681641,2914
1258.2253418,2915
2562.84545898,2916
951.491821289,2919
2437.8059082,2926
1918.71264648,2927
1651.99584961,2933
2954.95239258,2934
1861.77563477,2941
1691.60913086,2942
2531.13061523,2946
1689.69873047,2949
1703.51831055,2952
9780.75097656,2957
1841.63964844,2962
990.307617188,2963
1900.65527344,2965
6417.29589844,2966
2277.18798828,2971
682.665039062,2975
1197.85046387,2979
8318.45214844,2985
2588.62133789,2995
1413.47412109,2996
3343.53442383,3001
2512.67333984,3007
918.923706055,3008
3486.14550781,3014
10573.4306641,3017
1425.77148438,3021
2395.09765625,3025
959.024047852,3026
2338.01025391,3034
2511.79418945,3035
2983.66064453,3044
3045.18286133,3046
5383.66552734,3047
3905.92431641,3057
6263.40576172,3059
3658.93896484,3063
1401.68481445,3065
2477.21655273,3067
1482.42919922,3069
3466.00585938,3076
1290.93322754,3086
2384.09277344,3088
1995.89770508,3090
2765.28076172,3096
1221.28039551,3100
2033.55615234,3102
2276.90551758,3103
1065.63366699,3107
1268.4354248,3118
4391.92333984,3120
1919.28198242,3123
1227.73999023,3128
1646.61547852,3132
1716.04443359,3140
2483.70117188,3152
2780.00488281,3165
1569.46142578,3183
1124.79333496,3190
1905.31835938,3197
1484.35424805,3201
1743.11523438,3203
2685.82128906,3214
2289.34204102,3219
1406.05761719,3220
4173.54150391,3221
1574.9609375,3229
1168.40209961,3234
3299.49121094,3235
1978.19311523,3240
1549.45629883,3241
1909.69995117,3249
970.610229492,3254
4245.64550781,3264
1954.93701172,3266
953.394775391,3270
2066.65576172,3282
1797.28393555,3285
1312.79248047,3289
1623.97924805,3291
2007.06225586,3295
920.732666016,3299
1496.32006836,3302
5882.36621094,3303
3340.21166992,3308
3750.34033203,3309
2221.28051758,3324
5501.37207031,3327
3913.99169922,3330
1351.71240234,3335
1862.68701172,3339
2600.60473633,3340
1468.71679688,3343
2656.67041016,3350
1635.00268555,3353
8226.61230469,3356
3541.54199219,3361
1137.78344727,3368
1580.2109375,3376
1226.8815918,3381
2873.09570312,3383
3003.04711914,3397
2226.57592773,3403
1838.5559082,3405
1586.54003906,3410
2222.53173828,3412
2908.49047852,3416
1703.93896484,3417
2726.47705078,3423
6508.50976562,3427
3287.54003906,3435
1265.38537598,3439
2444.10229492,3441
1438.95605469,3450
1022.23205566,3453
1360.02441406,3454
8325.40429688,3458
1650.04858398,3459
3390.00830078,3467
4858.08935547,3469
1198.88415527,3477
8074.63378906,3478
962.521972656,3482
4823.31542969,3484
2433.94799805,3506
6725.53955078,3515
3211.81274414,3522
1615.19482422,3523
1358.58691406,3526
1769.48461914,3532
1888.26293945,3534
1116.50683594,3537
1049.78540039,3539
4753.8046875,3542
1462.79418945,3545
1677.3137207,3552
1366.86767578,3554
2048.69995117,3573
1252.46789551,3576
2791.39355469,3577
1683.36816406,3580
1137.60644531,3583
1619.75317383,3584
1207.11816406,3609
4750.80957031,3613
2070.86206055,3623
3684.04443359,3624
7882.75585938,3638
2222.45092773,3642
2635.24951172,3643
1489.9128418,3647
1947.92773438,3653
4225.05859375,3654
1612.94604492,3656
884.130859375,3658
3803.86914062,3659
6458.97070312,3663
3240.77929688,3664
945.967407227,3666
1526.19433594,3681
2912.3503418,3689
2997.76782227,3694
1566.38354492,3695
1492.56982422,3699
2519.32250977,3701
3532.64404297,3704
1232.21166992,3721
3934.36572266,3726
2859.36914062,3727
2708.36645508,3729
3964.01904297,3731
1434.6328125,3738
2606.23144531,3740
2034.85742188,3744
1092.38085938,3757
980.903686523,3758
1550.50561523,3778
3825.4609375,3781
5977.41455078,3790
1526.05102539,3796
6845.33105469,3798
1305.78308105,3804
1187.88500977,3813
1116.09716797,3814
2861.23999023,3815
2183.62255859,3818
2855.63037109,3823
7455.64746094,3826
1616.87353516,3831
3943.82910156,3834
2716.16674805,3835
2449.4921875,3849
2432.17919922,3850
2403.96557617,3855
2623.40649414,3864
2013.40771484,3867
1262.00891113,3871
1819.12402344,3879
2473.02856445,3880
3580.53613281,3882
8830.02734375,3884
1845.94702148,3893
1650.99902344,3895
3037.55078125,3901
1053.765625,3903
1592.70654297,3913
2184.20288086,3921
2507.9309082,3929
911.206298828,3947
2002.43481445,3962
963.98046875,3963
1707.61791992,3966
1656.22119141,3975
6381.56787109,3976
3012.97338867,3977
1218.1607666,3978
971.455566406,3979
1888.39746094,3983
850.745239258,3985
8446.47851562,3989
1934.01367188,3992
2298.83032227,3995
2360.69042969,4008
1976.54492188,4013
1869.60791016,4029
3091.22021484,4035
2175.56787109,4040
898.565673828,4048
2366.67407227,4060
1283.12597656,4066
915.410522461,4075
2604.16357422,4079
1221.24926758,4083
2051.64257812,4091
6419.11523438,4092
2920.46191406,4093
3038.01782227,4098
1613.2956543,4108
941.833251953,4109
3026.52099609,4110
2210.8046875,4116
1773.94433594,4129
4340.68945312,4130
2146.18798828,4140
1639.93481445,4146
3885.50927734,4150
7767.76269531,4151
1523.3659668,4153
5830.9296875,4169
2209.55566406,4170
1707.18066406,4179
4053.32861328,4183
3507.51464844,4188
1655.14160156,4190
1669.91723633,4193
7923.75488281,4201
1294.82751465,4205
2483.62231445,4210
2055.73144531,4226
1831.40014648,4229
2870.8984375,4241
1325.29284668,4242
3772.29443359,4257
730.161254883,4258
2628.51318359,4260
5599.93652344,4263
865.307128906,4267
2261.20458984,4273
1889.23925781,4274
1321.3536377,4277
1539.06103516,4281
4606.20166016,4283
2916.68310547,4293
1547.92944336,4294
3778.50439453,4305
3046.94775391,4307
1622.69067383,4318
2268.09350586,4325
4574.54785156,4327
2700.85302734,4332
4342.33837891,4335
4469.60400391,4336
772.321533203,4337
3753.05761719,4339
1407.97583008,4343
977.582275391,4346
1773.72485352,4348
3713.81689453,4350
2252.8503418,4358
2105.35351562,4359
1855.83105469,4363
4365.19335938,4366
1010.24633789,4374
2347.11279297,4375
1171.37121582,4377
3173.50195312,4393
2577.89697266,4395
1060.29724121,4400
6662.82958984,4402
7373.99511719,4404
2294.21801758,4415
2209.5612793,4418
1593.73120117,4422
1431.10180664,4430
1960.8762207,4432
1243.92236328,4433
5640.38623047,4435
2056.54907227,4438
1959.95385742,4444
2132.72143555,4447
5066.95605469,4451
1984.86767578,4452
1474.46069336,4457
3766.29736328,4459
1467.69116211,4469
8477.94335938,4471
1259.46862793,4486
2534.46020508,4488
1422.05761719,4510
1028.92895508,4515
4466.38085938,4527
1095.21289062,4530
921.225830078,4534
3961.34667969,4535
1358.38574219,4536
2978.19140625,4548
1657.40209961,4549
5761.37695312,4551
2648.28417969,4556
802.661865234,4559
1408.16967773,4564
4326.23583984,4570
7127.11425781,4575
3090.6237793,4584
2806.44262695,4585
1992.9284668,4591
2804.46362305,4592
2015.49804688,4593
1207.48278809,4594
1185.27258301,4598
2450.25512695,4607
1036.16687012,4608
2345.9621582,4620
3059.87329102,4621
2980.6652832,4625
2933.4675293,4635
5008.28808594,4638
2702.86450195,4652
2725.78442383,4657
1974.03930664,4658
5594.70556641,4666
1505.18969727,4672
2942.37011719,4676
1172.81738281,4680
6031.6796875,4681
3500.93896484,4683
1137.7755127,4684
2543.87890625,4689
2754.93261719,4690
1831.80566406,4692
1805.25463867,4697
2000.97387695,4700
15702.5898438,4705
1912.93383789,4721
2018.88867188,4726
993.745483398,4729
4890.671875,4731
2194.45727539,4736
1816.87866211,4739
1907.5456543,4740
1239.9979248,4753
2455.81811523,4754
4831.63867188,4755
1155.26367188,4756
1871.16333008,4759
1374.23193359,4764
2686.63183594,4771
1801.77954102,4772
888.826416016,4776
2881.12939453,4780
1609.74316406,4784
1479.41430664,4786
3281.10327148,4787
1104.92932129,4789
2005.79882812,4794
1773.12475586,4800
3116.53027344,4807
7373.14794922,4813
2415.03271484,4818
10708.984375,4823
1839.23266602,4824
2590.64477539,4829
956.384643555,4830
2392.12963867,4835
1664.31665039,4844
1756.60424805,4845
2437.67431641,4846
871.796264648,4847
2777.29785156,4854
3239.94897461,4857
1006.40393066,4861
1392.18774414,4863
2751.90258789,4866
3944.33398438,4869
1504.50219727,4871
2182.4128418,4872
2791.24707031,4875
9385.76855469,4877
1003.07019043,4878
1819.47705078,4885
1672.95458984,4886
3978.43017578,4888
1249.47058105,4890
1114.27612305,4896
2401.18432617,4899
776.635742188,4913
2074.52563477,4916
3805.65185547,4920
2513.38110352,4925
2029.02514648,4934
2628.3449707,4941
1711.02905273,4946
2801.79101562,4954
1298.33190918,4956
4504.06201172,4958
1287.88244629,4965
1263.3125,4966
2737.43505859,4970
1887.65087891,4977
2823.45141602,4980
1864.59277344,4984
1046.11560059,4995
2656.02368164,4997
2344.43457031,4999
3538.12109375,5005
1598.74584961,5011
2370.28515625,5015
2543.89453125,5016
2877.49755859,5019
2131.15917969,5024
2049.85888672,5030
1630.13330078,5031
2069.12768555,5034
11056.8515625,5047
2421.02148438,5048
1328.1776123,5052
2055.39526367,5061
17751.7792969,5062
3649.50439453,5067
4402.33056641,5068
1485.58251953,5077
1970.53271484,5079
3216.32568359,5090
2225.60620117,5094
2006.27490234,5103
918.04699707,5104
2015.28955078,5106
2119.78662109,5107
1294.65063477,5110
1778.56347656,5114
4476.62451172,5116
5898.09082031,5121
3010.02490234,5122
1056.00415039,5124
3902.45556641,5132
1859.66577148,5133
1869.9987793,5138
2449.43212891,5143
1537.69799805,5153
1974.57250977,5154
893.987304688,5155
1775.81494141,5160
4059.07128906,5169
3433.32519531,5172
3092.61254883,5173
1068.04919434,5179
2996.07543945,5182
1180.8996582,5187
3107.83398438,5192
1349.08227539,5211
3233.75390625,5213
968.432861328,5219
2690.18310547,5225
1132.7052002,5226
4438.45605469,5227
2058.25683594,5228
3441.86035156,5239
1564.10888672,5241
2154.50610352,5244
3680.375,5248
1277.140625,5260
1162.4432373,5266
1992.46630859,5273
7501.37695312,5280
4288.44335938,5298
1100.72900391,5300
3592.88232422,5306
1292.42333984,5307
4433.59716797,5311
1243.21057129,5316
801.659057617,5323
1695.32983398,5332
1722.42382812,5336
1104.67712402,5338
3081.21484375,5342
1253.24084473,5347
4358.76757812,5355
1972.37719727,5357
1569.34545898,5362
1224.56298828,5363
984.752197266,5364
2111.43725586,5366
4904.23095703,5374
790.759765625,5375
2665.80297852,5379
2620.75146484,5380
833.543334961,5383
1586.21313477,5385
2170.53051758,5390
4469.34765625,5393
2151.48852539,5398
2858.14404297,5411
984.873413086,5414
1442.76489258,5429
9687.99804688,5432
1281.76464844,5436
4693.83447266,5437
1087.19543457,5439
3347.07592773,5440
1415.52075195,5449
1356.44702148,5458
910.510375977,5460
1209.43664551,5462
2148.29248047,5463
2479.76879883,5465
3376.97412109,5467
2654.90063477,5475
1997.37255859,5483
1359.14257812,5485
1669.85864258,5489
2726.14379883,5493
786.821899414,5497
1379.01074219,5501
1382.45947266,5506
1459.69946289,5507
3005.10302734,5510
4405.33398438,5524
1300.2052002,5531
3632.21679688,5542
1761.96923828,5543
4453.84228516,5544
1767.41186523,5552
2364.86425781,5560
3738.80273438,5563
2735.80297852,5573
1092.42529297,5579
3067.04077148,5584
9136.92285156,5585
1557.74902344,5594
2050.68896484,5595
1785.03930664,5597
1496.12109375,5598
1660.33447266,5604
1518.15185547,5606
1072.28649902,5610
4396.0234375,5615
1377.25097656,5631
1493.20874023,5637
1600.30834961,5646
3264.05102539,5656
9768.81347656,5658
1603.73876953,5666
2370.75390625,5668
1470.4765625,5673
1317.8626709,5680
2639.50805664,5691
6654.19091797,5692
2084.88818359,5693
3250.94726562,5697
1655.42456055,5698
2111.00024414,5700
2241.00439453,5704
1877.4777832,5705
1186.62683105,5707
969.61315918,5710
944.149902344,5716
1698.17431641,5720
2363.34204102,5722
1997.50512695,5727
1444.06396484,5733
2402.11889648,5737
3585.85449219,5742
973.832397461,5747
3086.02832031,5760
1350.81347656,5774
5010.29150391,5788
1799.1887207,5796
1444.6496582,5797
2249.84716797,5800
1565.5234375,5812
1268.50683594,5814
1267.75878906,5818
3649.24707031,5819
4931.49560547,5823
2384.21923828,5826
1782.7734375,5830
1541.13964844,5831
2606.86523438,5846
2255.36328125,5864
693.389892578,5869
3707.10839844,5870
1382.69604492,5879
9182.06542969,5883
1289.26782227,5886
4821.96191406,5889
2042.55175781,5904
1117.73120117,5905
2983.28833008,5910
2179.91503906,5911
1876.5168457,5914
1718.43847656,5915
1164.77600098,5920
1912.28588867,5925
1791.9987793,5926
2734.42041016,5934
3066.77124023,5939
1183.21508789,5941
1025.23620605,5943
3221.64770508,5949
1757.38916016,5961
4661.34570312,5965
2523.46679688,5966
762.688720703,5969
2537.21289062,5970
3060.87744141,5978
2683.38745117,5979
1431.59375,5983
6218.68457031,5985
1227.30615234,5989
1539.14331055,5997
2143.29589844,6004
4000.21826172,6010
1531.81591797,6013
1634.49731445,6019
1321.44616699,6020
1228.66040039,6032
4529.73388672,6036
5717.24169922,6037
1822.38134766,6039
1760.24414062,6050
1513.23364258,6051
3931.89550781,6053
1699.25756836,6057
1371.56713867,6059
4368.15527344,6067
1715.31079102,6068
1562.21923828,6075
817.539916992,6078
4598.23779297,6079
3632.27441406,6080
4393.82714844,6082
1304.33740234,6084
2820.81787109,6091
1429.44604492,6092
5297.28027344,6093
1837.72460938,6096
1862.81420898,6102
1671.70336914,6105
1586.77026367,6116
933.313354492,6122
1039.68383789,6126
4342.08837891,6131
4975.56103516,6140
1194.71374512,6141
976.28125,6146
2392.23583984,6147
2986.11352539,6157
2495.12573242,6162
2398.99951172,6163
2120.79663086,6165
6457.36669922,6170
1938.67504883,6208
3968.59375,6216
1737.91918945,6218
2629.51000977,6223
2127.77807617,6224
1820.42626953,6227
8988.38769531,6240
1650.21337891,6241
1322.36010742,6246
3963.62304688,6248
1278.02612305,6249
1661.41088867,6255
3088.04345703,6261
7471.89599609,6262
1734.45507812,6269
2382.07275391,6271
2698.29833984,6278
1694.11938477,6284
1592.71191406,6285
1104.40869141,6287
2263.94384766,6288
2200.44799805,6291
984.547363281,6296
3249.5871582,6297
1810.31274414,6304
3049.45703125,6309
1059.6418457,6310
2616.61499023,6311
1187.48266602,6316
1531.86157227,6319
9094.18066406,6332
6643.85351562,6335
1324.08312988,6336
1122.81494141,6341
1292.52685547,6359
1622.22998047,6369
810.401611328,6375
3273.22924805,6378
3714.45263672,6380
10624.5615234,6385
8331.2421875,6387
2616.6940918,6391
782.381835938,6392
2479.27758789,6393
855.010986328,6400
2723.19140625,6411
2165.62084961,6415
2293.59838867,6416
2870.74853516,6419
1371.32910156,6421
2389.82446289,6432
1587.18237305,6438
949.336303711,6444
1561.25830078,6445
1354.04516602,6446
7639.97265625,6448
1392.70947266,6452
2243.69555664,6459
3766.91503906,6470
948.301635742,6475
2491.5078125,6484
2551.40527344,6492
1729.68041992,6502
1284.07751465,6505
1867.44262695,6506
2391.98828125,6513
3163.90551758,6514
4575.95117188,6524
697.197509766,6525
1623.32885742,6528
7647.81933594,6529
1895.88769531,6531
1803.43579102,6538
3640.49560547,6541
2933.29443359,6546
900.30078125,6553
740.203369141,6563
1886.72314453,6567
5956.50878906,6586
2480.10229492,6588
4228.72314453,6589
3626.07324219,6591
1343.39196777,6596
1702.98217773,6607
9213.52636719,6613
1976.7019043,6615
1338.99450684,6625
3189.79736328,6629
2696.62646484,6630
1475.07470703,6632
971.682739258,6640
2686.4152832,6645
2070.10498047,6648
1546.78295898,6656
2926.97631836,6658
1674.3581543,6661
2063.66381836,6663
3567.63134766,6665
1807.62231445,6673
1912.53393555,6676
1206.14355469,6681
1656.68066406,6683
938.178955078,6684
1240.8963623,6695
1805.24975586,6697
2743.62988281,6700
1205.72363281,6702
1395.58935547,6703
3435.91992188,6704
4058.26318359,6712
4282.08251953,6716
1251.89172363,6723
3947.05419922,6733
2226.66088867,6734
3628.85498047,6739
638.794555664,6743
1652.25390625,6746
1285.63623047,6756
1599.43994141,6758
1035.6776123,6765
2232.875,6772
3485.69482422,6776
1723.25219727,6777
